Test,Id,Year_of_study,Gender,Secondary_school,finale srednja,Cources_mathematics,Cources_statistics,1. task-Maternity hospital,1. task-comment,1.task -comment-code,2. task-lotto,2. task-comment,2. task-comment-code,3. task-correlation,3.task-comment,3.task- comment-code,4. task-worker,4. task -comment,4.task-commnet-code,5. task-urn,5. task-comment,5.task-comment-code,6.task-lawyer_or_musician,6.task- comment,6. task -comment-code,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19-obrnuto,19,20,Komentar
C,520,third-fourth,m,g,gimnazija,2,yes,b,,10,g,,10,v,,10,v,,1,,,,,,,4,3,3,5,5,3,4,4,4,4,3,4,5,5,5,5,5,4,5,1,5,
C,521,third-fourth,f,g,gimnazija,2,yes,v,Veličina porodilišta odnosno prosečan broj beba neće uticati na to da li će od ukupnog broja eba baš 60% biti dečak,1,g,Matematički gledano šanse su iste,11,b,"Možda ako se u ovo pitanje udubimo malo više dobili bismo tačniji odgovor, ali na prvi pogled kad se smanji broj žena i poveća broj muškaraca broj osoba koje koristi telefon opada",1,a,Imamo više inženjera nego pravnika,11,,,,,,,4,2,3,5,4,3,5,4,3,5,4,5,3,3,3,3,4,5,5,1,3,
C,523,third-fourth,m,g,gimnazija,2,yes,b, račun,12,g,Sve imaju istu šansu,11,v,,10,a,,10,,,,,,,3,1,5,4,4,4,5,4,4,4,4,5,5,5,5,5,5,5,5,1,5,
C,524,third-fourth,m,g,gimnazija,2,yes,v,"Podjednako jer se gleda u procentima, da je brojčano odgovor bi bio a",1,g,Ako se računa verovatnoća za svaku od kombinacija mora se dobiti isti broj,11,b,Zbog broja žena u prvoj grupi,1,a,,10,,,,,,,3,3,4,5,4,4,4,5,4,4,4,4,3,3,5,5,5,5,4,2,4,"Smatram da po planu i programu matematie konkretno za srednje škole nema dovoljno nastave statistike, ali mogućnost razumevanja statistike je dostupno kroz razne životne sfere"
C,525,third-fourth,f,g,gimnazija,2,yes,b,,10,g,,10,v,"Ne znamo koje su odgovore dale žene, a koje muškarci",11,v,Milan može da bude inženjer ili pravnik,1,,,,,,,3,3,4,4,4,5,4,3,2,4,3,3,5,4,3,3,5,5,4,2,2,
D,526,third-fourth,m,g,gimnazija,2,yes,,,,g,"Izvlačenja imaju slučajan karakter, pa je ista šansa.",11,,,,a,Na 100 radnika ima 70 inženjera.,11,v,"Za prvu 1/2 šanse, za drugu (9/10)^7=0.48 za poslednju 1-0.48",111,a,Bez informacije verovatnoće su jednake sa informacijom verovatnoća za prvu opciju se povećava.,1,3,2,5,5,5,3,4,5,5,5,5,4,3,5,4,5,5,4,4,2,5,
D,527,third-fourth,f,g,gimnazija,2,yes,,,,v,dobitna kombinacija,3,,,,v,7/10*1/2=7/14,3,b,Najveća je verovatnoća da se izvuče 7 crvenih.,2,a,logično,2,2,3,3,4,4,4,4,5,3,4,4,4,3,4,4,4,4,5,1,5,2,
D,528,third-fourth,f,g,gimnazija,2,yes,,,,g,Ista je verovatnoća za svaku kombinaciju.,11,,,,v,ili je inženjer ili je pravnik,1,a,,1,a,ne može baš tačno da se odredi.,2,2,3,4,5,3,4,4,5,3,4,5,3,3,3,4,5,2,1,3,3,5,
D,529,third-fourth,m,g,gimnazija,2,yes,,,,g,Svaka kuglica ima podjednaku verovatnoću da bude izvučena. Broj na kuglici ne odrđeuje veroatnoću da bude izvučena.,11,,,,a,Njegove osobine nisu karakteristične pa ne utiču ni na jedno zanimanje.,12,v,Više pokušaja povećava šansu za izvlačenje jedne crvene.,11,a,"ako se vodio svojim afinitetima, verovatno je odabrao da bude umetnik.",1,2,3,4,5,3,5,4,4,4,2,4,3,3,3,3,4,5,5,3,3,2,
D,530,third-fourth,m,v,elektro,2,yes,,,,g,,10,,,,a,,10,a,,0,b,Veće su šanse da je pravnik ida često posećuje opere.,12,2,3,3,4,5,3,5,3,4,2,5,3,2,3,4,4,3,5,2,4,3,
D,531,third-fourth,m,g,gimnazija,2,yes,,,,g,Sve kuglice imaju jednaku verovatnoću da budu izvučene a emamo neke podatke o broju koji će sigurno biti izvučen.,11,,,,a,Milanovi hobiji nemaju veze sa verovatnoćom.,11,a,,0,a,,0,2,3,4,5,5,4,4,5,4,4,4,4,4,4,4,5,5,4,2,4,5,
D,532,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,Na slučajan način birali su iz grupe 70:30. verovatnije je da će izvući jednog od 70.,11,v,Nakon sedam izvlačenja šansa da će izvući svih 7 crvenih opada značajno.,11,a,,0,3,4,5,3,5,4,4,3,3,2,3,3,4,4,4,5,5,4,3,3,2,
D,533,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,a,,0,b,Može biti i jedno i drugo to što voli umetnost ne mora da znači da je umetnik.,12,3,2,3,3,4,4,4,3,4,2,4,4,4,2,4,4,5,5,4,2,4,
D,534,third-fourth,f,g,gimnazija,2,yes,,,,g,"Prvi broj ima verovatnoću 1/39, drugi 1/ 38...što je verovatnoća u svim ponuđenim slučajevima.",11,,,,a,Više je inženjera nego pravnika u firmi.,11,b,Tokom svakog izvlačenja šansa da izvučem crvenu je 90%.,2,a,Zato što ga je od malena zanimalo pozorište i muzika.,1,1,3,2,3,5,4,4,3,2,3,3,2,3,2,3,4,4,4,3,3,2,
D,535,third-fourth,f,g,gimnazija,2,yes,,,,g,Svaka kuglica se izvlači po jednom tako da su šanse iste.,11,,,,v,Može biti ili pravnik ili inženjer.,1,a,ima 50% da se izvuče crvena kuglica u ostala 2 ima mnogo manje.,1,a,Marko je radio ono što g aje zanimalo oduvek.,1,2,2,5,4,5,4,4,5,4,4,4,2,2,3,3,4,3,4,2,4,4,
D,536,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,inuicija,3,a,svi bi rekli suprotno pa sam ja zato a.,2,2,3,5,4,5,4,4,4,3,3,3,3,4,3,3,4,4,2,4,2,5,
D,537,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,v,Ili jeste ili nije.,1,b,Pošto vraćamo kuglicu uvek su panse da je izvučemo 90%.,2,a,Ako ga nešto zanima tome će i težiti.,1,4,3,3,4,5,4,3,4,4,5,4,3,3,3,3,3,4,4,3,3,3,
D,538,third-fourth,m,v,elektro,2,yes,,,,v,,0,,,,v,,0,b,,0,b,,10,1,3,5,3,4,5,4,3,3,4,3,3,4,3,4,5,5,5,4,2,4,
D,539,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,2,3,3,4,5,4,3,4,2,2,3,3,4,2,3,3,4,4,3,3,4,
D,540,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,2,1,5,4,5,5,4,5,4,4,4,4,3,3,3,5,5,3,3,3,4,Srećno
D,541,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,v,,10,a,,0,3,2,4,4,3,4,4,2,3,2,2,4,4,4,4,4,5,4,4,2,4,
D,542,third-fourth,m,v,elektro,2,yes,,,,g,,10,,,,a,,10,a,,0,a,,0,3,3,4,3,5,5,4,3,4,4,4,4,3,4,4,3,3,4,4,2,2,
D,543,third-fourth,f,g,gimnazija,2,yes,,,,g,"Svaka kuglica ima verovatnoću da bude izvučena 1/39, tako da sve kombinacije imaju jednaku verovatnoću.",11,,,,a,intuicija,13,a,nemam neko objeašnjenje opet po osećaju.,3,b,Verovatnije je da postoji više ljudi koji su pravnici.,11,3,2,5,4,5,5,3,4,3,2,2,3,5,2,3,4,4,4,4,2,4,
D,544,third-fourth,f,g,gimnazija,2,yes,,,,g,Svaki broj ima istu šansu da bude izvučen.,11,,,,a,,10,a,pogrešan račun,1,b,Malo je ljudi koji vole umetnosti a pravnika u populaciji ima mnogo više. Ima i pravnika koji vole umetnost.,11,2,2,5,5,4,4,3,5,5,5,3,2,3,4,4,5,5,4,4,2,5,
D,545,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,4,2,5,4,4,4,4,5,4,4,4,4,4,5,4,5,4,5,4,2,5,
D,546,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,4,3,4,3,3,5,4,3,4,4,3,4,3,3,3,4,4,3,5,1,3,
D,547,third-fourth,m,v,elektro,2,yes,,,,g,,10,,,,a,,10,v,,10,b,Sme i pravnik da voli umetnost.,12,3,2,4,4,3,2,4,3,3,2,4,3,4,3,2,4,3,2,3,3,2,
D,548,third-fourth,m,g,gimnazija,2,yes,,,,g,Brojevi se biraju nasumično pa sve kombinacije imaju istu verovatnoću i ako deluje da brojevi za redom imaju manju verovatnoću.,11,,,,a,,10,v,,10,a,,0,3,2,5,4,4,5,3,4,3,2,5,3,3,4,4,3,4,4,4,2,3,
D,549,third-fourth,f,v,elektro,2,yes,,,,v,Random brojevi sa celog intervala.,1,,,,b,Pretpostavljam da inženjeri It ne drže do svog izgleda.,2,b,,0,b,Većina bira sigurnije poslove zbog obezbedjivanja egzistencije.,13,4,3,5,3,4,4,5,4,4,4,4,3,5,4,3,5,5,5,2,4,4,
D,550,third-fourth,f,v,elektro,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,3,2,3,4,4,3,4,3,3,2,2,3,4,2,2,4,4,3,2,4,3,
D,551,third-fourth,f,g,gimnazija,2,yes,,,,g,"Verovatnoća da se izvuče jedan broj 1/39, pa je prema tome verovatnoća ista za sve.",11,,,,a,,10,a,,0,b,Obe su podjednake verovatnoće to što voli umetnost ne mora da znači da je završio radeći to.,12,4,3,4,4,5,4,4,4,4,4,4,3,3,4,3,3,3,4,5,1,4,
D,552,third-fourth,m,v,elektro,2,yes,,,,g,Za sve je ista verovatnoća.,11,,,,a,,10,b,,0,b,Bez obzira veća je verovatnoća da je studirao pravo u Srbiji.,11,2,2,4,4,5,3,3,5,4,4,3,2,2,3,3,4,4,4,3,3,4,Potrebna je veća praktična primena za razumevanje statistike.
D,553,third-fourth,f,v,elektro,2,yes,,,,g,,10,,,,v,Postoje 2 zanimanja pa je šansa da Milan bude ili jedno ili drugo 1/2.,1,b,Najveća verovatnoća je da se dobije u drugoj igri.,2,a,Zbog njegovog hobija.,1,4,3,2,4,5,4,3,3,3,3,4,3,4,4,3,4,3,4,3,3,3,
D,554,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,v,,10,a,,0,2,2,5,5,5,2,4,5,4,5,4,4,2,2,1,5,5,5,3,3,4,Zanimljiva anketica
D,555,third-fourth,f,g,gimnazija,2,yes,,,,g,Zato što sve kuglice imaju istu šansu za izvlačenje u bilo kom redosledu.,11,,,,a,,10,b,,0,b,Zato što postoji ograničen broj radnika koji sviraju klarinet u beogradskoj filharmoniji a broj pravnika je mnogo veći.,11,4,4,3,4,5,5,4,3,2,3,2,3,5,3,4,4,3,4,4,2,2,
D,556,third-fourth,m,v,elektro,2,yes,,,,g,Teorijski sve kombinacije imaju iste šanse.,11,,,,a,,10,v,Najveće šanse za dobitak.,13,a,Zbog njegovih afiniteta.,1,4,2,5,3,4,5,4,3,3,4,3,4,4,4,3,5,5,4,3,3,3,
D,557,third-fourth,m,g,gimnazija,2,yes,,,,g,Svaka kombinacija ima jednake šanse.,11,,,,a,jer je više inženjera it.,11,b,Najveće su šanse u ovom pokušaju jer se kuglice vraćaju.,2,a,Verovatnije je da se bavi nečim što ga zanima.,1,3,2,4,4,5,4,4,4,4,4,4,3,3,3,3,4,5,4,3,3,3,
D,558,third-fourth,f,g,gimnazija,2,no,,,,g,,10,,,,a,Jer je 70% inženjera.,11,b,Jer ima 90% kuglica  isvaki put ih vraćam što zanči da ću uvek imati 90% odgovarajućih kuglica.,2,b,"Živimo us vetu gde volimo ono što radimo a ne radimo ono što volimo, osim u nekim specijalnim situacijama.",13,3,2,3,4,5,5,3,3,2,4,2,3,4,2,1,3,4,5,4,2,2,
D,559,third-fourth,m,g,gimnazija,2,yes,,,,g,Jer su izvlačenja nezavisna.,11,,,,a,U kompaniji radi više inženjera tako da je veća šansa da je Milan inženjer.,11,b,Jer je veća verovatnoća da ćemo u 7 izvlačenja izvući crvenu jer se vraćaju kuglice i ima ih više od belih.,2,a,Jer ima tendenciju ka tome.,1,3,3,4,4,5,4,4,4,3,3,2,3,2,2,3,5,4,4,3,3,5,
D,560,third-fourth,m,g,gimnazija,2,yes,,,,g,sreća,13,,,,a,,10,b,,0,a,Na osnovu teksta.,1,1,3,3,2,3,4,3,3,2,2,2,3,2,2,2,2,4,3,1,5,4,
D,561,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,a,,0,b,,10,3,1,5,5,3,4,4,3,3,3,3,3,4,3,3,4,4,4,4,2,3,
D,562,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,a,,0,b,,10,3,1,5,5,5,5,3,4,5,4,2,3,5,3,3,5,3,3,2,4,5,
D,563,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,a,,0,a,,0,1,3,5,5,4,5,3,5,3,3,3,2,2,2,3,4,5,5,3,3,2,
D,564,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,a,,0,a,,0,2,3,3,4,5,3,3,3,2,4,3,2,2,2,2,3,3,4,4,2,4,
D,565,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,3,2,4,4,4,4,4,3,4,2,2,4,4,2,1,3,3,3,5,1,1,
D,566,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,a,,0,a,"Verovatnije je, više intuicija, moguće je da su mu roditelji pravnici vole umetnost pa je i on voli ali je npr i on pravnik.",2,2,2,4,4,5,3,3,4,4,3,3,3,5,2,2,4,4,4,2,4,3,
D,567,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,v,Može da bude pravnik ili inženjer.,1,v,Najlakše je izabrati tu jednu jer ima dosta pokušaja.,11,b,Marko verovatno nije pratio snove zbog statistike o zaposlenju ljudi koji se bave muzikom.,13,2,1,5,5,5,4,4,3,3,3,4,2,5,2,4,5,4,5,2,4,2,
D,568,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,v,,0,a,,0,b,,10,2,3,4,4,5,4,4,4,3,3,4,3,4,4,4,5,5,4,4,2,4,
D,569,third-fourth,f,g,gimnazija,2,yes,,,,g,Radili smo ovo iz verovatnoće i šansa je ista i zavisi samo od broja brojeva od kojih se izvlači.,11,,,,v,Jeste da ima više it stručnjaka ali Milan može biti ili jedno ili drugo.,1,v,Ako imamo uslov da imamo bar jednu veća je verovatnoća da dobijemo.,11,a,Marko je verovatno izabrao da radi ono što voli.,1,5,3,5,5,5,5,4,3,4,2,3,4,5,3,4,5,4,4,4,2,4,
D,570,third-fourth,f,g,gimnazija,2,yes,,,,g,,10,,,,a,,10,b,,0,a,,0,4,3,5,4,5,4,4,3,5,4,5,4,3,5,5,5,5,4,2,4,3,
C,862,third-fourth,m,g,gimnazija,1,no,v,,0,g,,10,b,"U prvoj grupi moguce je da je da je svih 20 zena koristilo telefon I jedan muskaraca ili 10 muskaraca I 11 zena,u drugoj 6 muskih I 6 zenskih, ako sumiramo dobijamo odgovor pod b.",1,v,"Ako je 70% IT a 30% , ne znamo ko je koji zavrsio tako da imamo 50% da izaberemo coveka koji nam treba.",1,,,,,,,1,3,4,5,5,3,4,5,3,2,1,1,5,4,3,5,5,4,2,4,3,
C,863,third-fourth,m,g,gimnazija,2,no,a,Statisticki ako se u prvom rodi vise beba veca je verovatnoca da ce biti I vise takvih dana.,2,v,Ako racunar izbacuje brojeve veca je verovatnoca da nemaju neki patern.,1,b,"Ako su npr u prvoj grupi svi muskarci koristili telefon znaci da je 11 zena korsitilo telefon, ako su svi muskarci u drugoj grupi koristili telefon njih je opet je njih manje nego u prvoj grupi, tako da zne cesce koriste telefone.",1,v,Ako pratimo IT trednd da It radnici nemaju mnogo vrememena a Milan redovno vezba onda su sanse 50%.,1,,,,,,,3,4,5,5,5,4,3,5,3,3,4,4,,4,5,5,5,5,5,1,5,Statistika kao sama nije dovoljna ako mi te podatke ne vidimo I ne razgovaramo o njima. Svuda ima nepotrebne teorije koju cemo svakako zaboraviti.
C,864,third-fourth,m,g,gimnazija,2,no,a,Veca je verovatnoca da se desi u vecem porodilistu jer ima vise beba.,2,v,"Odgovor pod v, predstavlja nasumcno odabrane brojeve, I tu se nalaze parne I neparne brojeve a nisu ni odredjenom redosledu.",1,v,To sto je u prvoj grupi vise zena ne znaci da zene vise koriste telefon tokom vozenje.,11,a,Zbog Milanovih osobina to jest slobodnog vremena mislim daje Milan inzenjer.,12,,,,,,,2,3,3,3,5,4,4,4,4,3,4,4,3,4,5,5,5,5,3,3,5,
C,865,third-fourth,f,g,gimnazija,0,no,v,,0,v,Mala je verovatnoca  da ce pasti 7 uzastopnih brojeva ili da su svi parni.,1,v,Zato sto  nije  ni jedna a ni druga  grupa nisu ispitivale 100%.,12,v,Zato sto na osnovu toga sta on voli ne mozemo da zakljucimo da li je pravnik ili inzenjer.,2,,,,,,,3,3,2,4,5,2,3,4,3,3,2,2,4,3,3,4,3,3,3,3,5,
C,866,third-fourth,m,g,gimnazija,1,no,b,U manjem porodilistu se manje beba rodi pa broj  rodjenih  decaka od devojcica  moze vise da varira.,11,g,Posto ima preko 15 miliona kombincaija mislimd a sve imaju iste sanse.,11,b,U zbiru zene su vise ispitivane.,2,v,Moze biti ili inzenjer ili pravnik.,1,,,,,,,2,2,3,4,4,4,4,4,3,3,3,3,3,3,4,5,5,5,5,1,4,
C,867,third-fourth,f,v,elektro,2,no,v,,0,g,,10,v,,10,a,,10,,,,,,,3,3,4,5,5,4,5,5,3,,2,3,3,3,5,5,5,5,2,4,1,
C,868,third-fourth,m,g,gimnazija,2,no,v,,0,v,,0,b,,0,a,,10,,,,,,,2,3,5,4,4,4,4,4,4,3,3,4,3,4,5,5,4,3,4,2,4,
C,869,third-fourth,f,g,gimnazija,0,no,a,,0,b,,0,a,,0,a,,10,,,,,,,1,4,5,1,5,5,5,1,1,1,1,2,2,2,4,,1,1,1,5,3,
C,870,third-fourth,m,v,elektro,2,no,b,,10,v,,0,b,,0,a,,10,,,,,,,1,2,3,4,4,3,3,3,4,3,2,2,4,2,4,4,4,4,1,5,3,
C,871,third-fourth,f,g,gimnazija,2,no,v,,0,g,,10,v,,10,a,,10,,,,,,,1,3,4,3,5,5,5,4,3,3,3,2,5,3,3,4,5,4,3,3,,
C,872,third-fourth,f,g,gimnazija,0,no,v,Zato sto se na godisnjem nivou rodi priblizno isti broj decaka I devojcica.,1,g,Zasto sto nema pravila kada su igre na srecu u pitanju.,13,v,,10,v,,0,,,,,,,2,1,4,4,4,4,4,5,3,2,2,1,3,1,4,5,5,5,2,4,5,
C,873,third-fourth,m,v,elektro,1,no,v,,0,g,verovatnoca.,13,v,,10,a,,0,,,,,,,1,1,5,5,5,5,2,5,3,4,5,3,3,4,4,4,5,3,3,3,4,
C,874,third-fourth,f,g,gimnazija,2,no,b,,10,g,,10,b,,0,a,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D,875,third-fourth,m,g,gimnazija,2,yes,,,,g,,10,,,,v,,0,a,,0,a,,0,3,2,4,4,5,3,4,4,5,4,4,3,3,4,5,5,5,5,4,2,5,
D,876,third-fourth,m,v,elektro,0,no,,,,g,,10,,,,a,,10,v,,10,a,,0,1,3,5,4,4,3,4,4,3,3,3,3,2,2,4,5,5,4,2,4,4,
D,877,third-fourth,m,g,gimnazija,2,no,,,,g,,10,,,,a,,10,b,,0,b,,10,4,2,4,5,4,3,4,5,4,4,3,2,2,3,4,5,5,4,3,3,5,
D,878,third-fourth,m,v,elektro,1,no,,,,g,"Sve je moguce, cista sreca.",11,,,,v,Nemamo dovoljno informacija pa moze da bude I jedno I drugo.,1,v,Najvece su sanse,13,a,Najverovatnije,2,1,3,4,3,5,5,4,5,5,3,4,2,4,1,1,5,5,4,4,2,5,
D,879,third-fourth,m,v,elektro,2,yes,,,,g,,10,,,,a,,10,v,,10,a,,0,2,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,
D,880,third-fourth,f,g,gimnazija,2,no,,,,g,,10,,,,a,,10,v,,10,a,,0,2,3,4,5,4,3,4,5,4,3,3,3,3,4,3,5,3,3,4,2,5,
D,881,third-fourth,m,v,elektro,2,no,,,,g,,10,,,,v,,0,a,,0,a,,0,2,3,3,4,5,4,3,4,2,4,3,2,3,3,4,5,5,3,2,4,4,
D,882,third-fourth,f,g,gimnazija,2,no,,,,v,Mislim da je veca verovatnoca  da izvuceni brojevi budu proizvoljni.,1,,,,a,Jer je Milan inzenjer a inzenjera ima 70%.,11,a,Postoji 50% sanse da se izvuce odgovarajuca kuglica.,1,a,Cim voli umetonost I muyiku veoma je verovatno da svira nekiinstrument.,1,1,1,5,3,5,4,2,4,1,2,1,1,5,3,5,5,5,5,5,1,5,
D,883,third-fourth,f,g,gimnazija,2,no,,,,g,,10,,,,a,,10,v,,10,a,,0,2,3,3,5,5,4,3,4,3,3,2,2,3,2,4,4,4,2,3,3,5,
D,884,third-fourth,m,g,gimnazija,2,no,,,,g,Posto je izvlacenje nasumicno svaka kombinacija ima jednake sanse.,11,,,,a,Smatram da su vece sanse da je 70% zbog veceg broja inzenjera.,11,a,,0,a,Na osnovu Markovih osobina zakljucujem da je muzicar.,1,2,2,4,4,4,4,5,4,2,2,2,3,2,1,4,5,5,5,5,1,5,
D,885,third-fourth,f,g,gimnazija,2,no,,,,g,Sve kuglice u Lotou su iste tezeine I ne bi trebalo da postoji veca verovatnoca za bilo koju kuglicu.,11,,,,a,Ako firma ima 10 radnika znaci 7 radnika su IT a 3 su pravnika.,11,a,Ne znam ne volims tatistiku prva je 50% a za druge dve ne znam.,1,b,"Da Marko svira klarinet, ne bi obozavao opere vec npr sinfornije.",12,3,3,2,5,4,5,5,4,1,2,1,2,1,1,4,5,5,5,2,4,3,
D,886,third-fourth,m,v,elektro,2,no,,,,v,retko se desavaju slicnosti kao pod a I b.,1,,,,b,Zato sto se verovatno pravnik bolje snasao na konkursu za posao.,3,a,Zato sto su najvece sanse za 50%.,1,b,Zato sto covek postane ono sto zeli u 1:1000.,13,3,2,3,5,5,4,2,5,3,3,5,2,3,2,3,2,1,1,4,2,5,
D,887,third-fourth,m,v,elektro,0,no,,,,v,,0,,,,a,Opis radnika mi se uklapa u inzenjera.,12,v,,10,b,Kod nas se vecina ljudi ne bavi poslom kojim zeli da se bavi.,13,3,1,5,3,5,3,4,3,3,3,2,2,4,3,3,5,3,3,3,3,3,
D,888,third-fourth,m,g,gimnazija,0,no,,,,v,,0,,,,a,Zatos sto ima vise radika njegove struke.,11,a,Zato sto su sanse podjednake ili sigurno izvlacimo ili ne.,1,a,Izabrao je ono sto voli da radi oduvek.,1,2,3,4,5,5,4,4,4,4,4,4,3,3,3,4,5,5,5,2,4,4,
D,889,third-fourth,m,g,gimnazija,2,no,,,,g,cista sreca.,13,,,,a,Dosta zastupljen u kompaniji.,11,a,Zato sto je 50% veca nego ostale sanse.,1,a,Ako je pratio svoje snove I interesovanja sigurno nije pravnik.,1,2,3,4,3,5,3,3,4,3,2,2,2,4,3,4,5,5,5,4,2,5,
D,890,third-fourth,f,g,gimnazija,1,no,,,,g,,10,,,,a,,10,a,,0,a,,0,2,1,3,3,4,4,4,4,2,2,1,2,3,2,3,5,5,4,3,3,4,
C,891,third-fourth,f,g,gimnazija,2,yes,b,,10,v,Mislim da je veca verovatoca padanja porpuno slucajnih razlicitih brojeva.,1,v,,10,v,,0,,,,,,,2,1,5,5,5,4,4,4,3,3,3,2,3,3,4,3,3,2,3,3,4,
C,892,third-fourth,m,v,elektro,2,yes,a,Jer ima vise beba.,2,g,ko igra taj ne dobija.,13,b,uprvoj grupi je vise zena.,1,a,70% su radnici iz IT.,11,,,,,,,3,4,3,2,2,4,5,2,3,3,4,4,4,3,2,4,4,4,1,5,2,
C,893,third-fourth,f,g,gimnazija,2,yes,v,Jer se radja jednak borj decaka I devojcica.,1,g,,10,b,,0,a,,10,,,,,,,4,3,3,3,4,4,4,4,3,3,4,4,4,3,4,5,5,4,4,2,4,
C,894,third-fourth,m,v,elektro,2,yes,v,Priblizno se rodi jednak broj decka I devojcica.,1,g,,10,b,,0,a,,10,,,,,,,3,2,3,3,4,2,4,3,3,3,3,3,3,4,3,2,4,3,5,1,3,
C,895,third-fourth,m,g,gimnazija,2,yes,a,Veca je verovatnoca jer je veci broj beba.,2,g,,10,v,,10,a,Zato sto je 70% inzenjera.,11,,,,,,,3,3,2,4,5,4,3,4,3,4,3,3,5,4,4,5,5,5,3,3,5,
C,896,third-fourth,f,v,elektro,2,yes,a,,0,g,,10,v,,10,a,,10,,,,,,,3,2,3,4,3,4,1,3,2,2,2,2,2,1,1,3,3,3,3,3,3,
C,897,third-fourth,m,v,elektro,2,yes,b,To je lakse u manjem porodilistu jer je potrebno da se rodi manji broj dece.,12,g,To je valjda igra na srecu pa sve imaju istu sanasu.,13,b,U prvoj grupi ima vise zena.,1,v,,0,,,,,,,3,3,4,5,3,5,3,5,2,2,1,3,3,3,4,3,5,3,4,2,5,
C,898,third-fourth,m,g,gimnazija,2,yes,b,,10,v,,0,b,U prvoj grupi ima vise zena.,1,v,,0,,,,,,,1,3,1,4,4,4,4,4,4,3,3,3,4,2,4,4,4,2,3,3,4,
C,899,third-fourth,m,v,elektro,2,yes,b,Lakse se dostize taj procenat.,12,g,Svaki broj ima podjednake sanse da bude izvucen.,11,b,Tako je u zivotu.,2,a,,10,,,,,,,1,2,5,5,5,5,5,5,3,2,3,2,4,4,2,3,1,4,1,5,4,
C,900,third-fourth,m,g,gimnazija,2,no,v,,0,g,Svaki broj ima istu sansu da bude izvucen.,11,v,Nema dovoljno podataka.,11,a,,10,,,,,,,3,3,4,4,3,5,4,5,3,3,4,3,4,4,5,3,4,4,3,3,5,
C,901,third-fourth,f,g,gimnazija,2,no,v,,0,b,,0,b,,0,v,,0,,,,,,,1,1,3,3,5,5,4,4,4,3,4,2,3,3,4,5,5,5,5,1,3,
C,902,third-fourth,f,g,gimnazija,2,no,v,,0,b,,0,v,,10,v,,0,,,,,,,2,3,3,4,5,5,3,4,4,3,4,3,4,4,4,5,4,3,2,4,4,
C,903,third-fourth,f,g,gimnazija,0,no,b,,10,v,,0,b,,0,v,,0,,,,,,,1,1,5,4,5,5,5,5,3,2,1,2,1,3,5,5,4,5,5,1,1,
C,904,third-fourth,f,g,gimnazija,2,no,v,,0,g,,10,v,,10,a,,10,,,,,,,1,3,5,4,4,5,5,4,3,3,1,2,4,2,5,4,5,4,4,2,4,
C,905,third-fourth,m,g,gimnazija,2,no,a,,0,g,Svaka kombinacija ima podjednaku sansu da bude izvucena.,11,b,U grupi s avecim procentom zena vise je osoba reklo da prica na telefon.,1,a,,10,,,,,,,1,2,5,5,5,4,4,5,4,4,4,3,3,4,5,5,5,5,3,3,4,
C,906,third-fourth,m,v,elektro,2,no,v,,0,v,,0,v,,10,a,,10,,,,,,,2,2,3,5,5,4,5,3,3,3,3,3,4,2,3,4,4,3,4,2,4,
C,907,third-fourth,m,g,gimnazija,0,no,b,,10,b,,0,a,,0,v,,0,,,,,,,1,2,4,2,5,3,4,3,2,2,1,1,3,2,4,4,5,4,2,4,3,
C,908,third-fourth,m,g,gimnazija,2,no,v,Statisticki gledano jednaka je sanasa da se rodi visie decaka u bilo kom prodilistu.,1,g,Statisticka sansa nema tezinu ka bilo kojim brojevima.,11,v,Previse je mali broj ispitanika.,111,a,Tako je dato u zadatku,11,,,,,,,2,1,5,5,4,4,5,4,5,5,5,5,4,4,2,3,3,4,3,3,1,
